img,true_label,predicted_class,x,y,r_attack,g_attack,b_attack,r_original,g_original,b_original
a_6054.png,0,1,2,23,2,1,11,237,237,237
a_6055.png,2,0,3,16,0,46,39,231,232,230
a_6056.png,7,1,25,5,0,29,49,209,214,219
a_6057.png,3,5,30,13,20,83,12,249,234,230
a_6058.png,2,7,26,9,0,65,3,98,130,173
a_6059.png,5,3,18,3,102,9,60,226,221,219
a_6060.png,5,0,12,27,45,3,182,201,208,211
a_6061.png,9,1,10,13,69,4,34,197,187,173
a_6062.png,3,5,9,18,141,213,119,4,4,2
a_6063.png,1,0,26,18,248,107,207,15,4,8
a_6064.png,7,0,8,15,192,221,255,23,24,21
a_6065.png,2,1,17,25,255,234,255,78,96,134
a_6066.png,8,0,13,5,16,24,4,251,252,247
a_6067.png,2,0,19,4,1,0,77,145,162,133
a_6068.png,3,1,21,16,12,48,13,149,154,162
a_6069.png,5,9,14,12,5,0,157,234,226,230
a_6070.png,5,2,6,18,23,101,0,184,184,188
a_6071.png,9,1,2,16,46,15,30,79,130,184
a_6072.png,2,0,24,4,0,0,0,137,139,100
a_6073.png,1,0,26,26,255,119,161,42,44,53
a_6074.png,6,1,6,2,39,65,49,159,143,200
a_6075.png,7,5,22,15,248,0,0,253,245,247
a_6076.png,1,9,23,8,255,255,255,46,36,35
a_6077.png,0,1,20,25,46,0,217,241,239,234
a_6078.png,0,8,8,12,37,22,54,182,197,224
a_6079.png,8,1,18,26,149,248,255,97,94,99
a_6080.png,5,3,11,5,13,76,131,217,208,207
a_6081.png,8,1,25,8,11,0,130,200,217,221
a_6082.png,2,0,14,26,11,21,75,209,227,230
a_6083.png,8,1,20,16,167,102,250,11,12,24
a_6084.png,6,1,10,19,28,53,9,195,187,184
a_6085.png,7,0,8,24,0,32,0,155,153,145
a_6086.png,2,0,7,12,18,206,14,191,228,242
a_6087.png,2,5,4,19,7,0,42,166,186,210
a_6088.png,9,1,2,10,4,0,59,226,236,237
a_6089.png,2,0,18,24,26,0,0,104,160,244
a_6090.png,6,1,28,21,102,16,88,198,198,161
a_6091.png,9,0,29,7,208,255,236,64,67,84
a_6092.png,8,0,26,13,49,0,82,154,155,156
a_6093.png,5,2,26,25,219,213,242,35,48,75
a_6094.png,1,9,11,14,202,208,253,52,49,24
a_6095.png,7,9,23,17,194,242,200,42,44,37
a_6096.png,2,9,19,13,136,202,236,39,35,22
a_6097.png,0,1,4,8,32,21,6,194,175,154
a_6098.png,3,0,23,20,16,27,114,237,237,235
a_6099.png,2,3,21,19,255,255,243,45,37,38
a_6100.png,9,1,12,5,46,50,86,251,252,237
a_6101.png,6,1,15,16,42,5,1,145,162,163
a_6102.png,7,5,10,22,31,20,44,209,180,156
a_6103.png,1,0,25,18,204,171,119,74,16,11
a_6104.png,3,1,16,10,48,46,43,218,218,216
a_6105.png,1,0,21,22,42,38,55,206,205,207
a_6106.png,3,0,17,24,18,61,139,196,191,183
a_6107.png,0,1,3,27,27,33,11,249,249,249
a_6108.png,0,9,26,5,2,46,110,223,229,249
a_6109.png,0,1,27,7,248,246,240,13,38,64
a_6110.png,5,6,8,18,0,0,0,255,255,235
a_6111.png,3,1,21,23,0,18,89,247,249,245
a_6112.png,0,2,19,14,50,80,62,238,243,238
a_6113.png,5,3,26,9,225,231,228,94,54,18
a_6114.png,8,0,7,12,62,0,0,134,149,163
a_6115.png,2,1,18,23,255,255,189,160,196,135
a_6116.png,8,1,1,29,0,77,0,244,252,251
a_6117.png,5,3,15,13,211,159,58,41,42,36
a_6118.png,0,1,8,19,47,105,57,237,241,242
a_6119.png,5,0,11,20,64,44,77,207,204,195
a_6120.png,1,0,17,13,5,56,14,192,176,139
a_6121.png,6,5,16,5,22,29,165,212,176,150
a_6122.png,9,1,5,3,26,79,32,228,237,243
a_6123.png,0,8,19,11,132,0,4,237,145,171
a_6124.png,6,0,11,8,255,143,176,99,54,28
a_6125.png,8,1,19,11,29,0,73,238,238,237
a_6126.png,8,9,29,13,255,255,255,71,83,130
a_6127.png,9,1,10,17,119,81,255,83,69,50
a_6128.png,9,0,25,11,34,31,27,254,253,253
a_6129.png,1,0,22,12,10,7,87,224,225,205
a_6130.png,6,2,17,17,0,123,45,195,196,182
a_6131.png,2,0,10,13,89,0,0,225,230,164
a_6132.png,2,0,17,27,1,24,27,222,245,248
a_6133.png,3,5,24,28,10,45,0,149,129,118
a_6134.png,0,1,12,14,252,199,253,74,129,188
a_6135.png,9,1,4,4,75,6,21,230,108,45
a_6136.png,0,1,6,7,59,23,15,173,197,218
a_6137.png,7,1,24,9,129,26,51,242,237,225
a_6138.png,0,1,24,9,8,8,4,158,179,196
a_6139.png,9,1,12,19,83,61,76,156,150,143
a_6140.png,8,0,20,9,0,1,0,126,140,156
a_6141.png,2,0,6,2,11,51,15,197,229,250
a_6142.png,7,9,18,27,124,63,5,186,125,95
a_6143.png,7,1,21,14,0,0,1,246,220,164
a_6144.png,0,3,26,22,0,0,84,239,245,239
a_6145.png,6,1,17,20,20,2,152,200,223,160
a_6146.png,8,1,22,12,227,197,255,51,60,69
a_6147.png,2,1,11,10,30,27,96,185,174,171
a_6148.png,0,1,20,7,48,3,81,172,175,171
a_6149.png,6,1,20,19,188,255,221,128,135,126
a_6150.png,8,9,19,15,207,18,22,160,177,190
a_6151.png,6,1,14,1,60,24,79,204,220,166
a_6152.png,1,0,23,27,235,223,253,143,151,148
a_6153.png,8,1,26,11,255,186,255,16,8,8
a_6154.png,1,9,9,18,4,27,18,252,250,243
a_6155.png,8,1,21,6,41,14,34,181,180,195
a_6156.png,2,0,6,3,7,58,31,121,162,154
a_6157.png,0,2,23,12,35,12,240,71,156,210
a_6158.png,8,9,26,5,51,35,165,159,171,171
a_6159.png,2,0,13,15,243,229,248,157,156,153
a_6160.png,6,1,8,20,25,26,21,235,221,212
a_6161.png,3,0,10,25,137,4,5,217,233,245
a_6162.png,2,3,19,21,7,4,13,219,211,215
a_6163.png,5,1,20,26,84,255,255,19,24,37
a_6164.png,6,5,13,12,0,86,0,217,210,206
a_6165.png,6,1,7,20,19,8,13,213,190,155
a_6166.png,1,9,24,24,255,188,255,94,113,142
a_6167.png,6,0,20,6,104,132,243,1,1,7
a_6168.png,7,5,2,29,55,64,49,253,252,253
a_6169.png,0,5,2,21,6,14,18,240,246,244
a_6170.png,8,0,28,16,255,255,255,67,128,110
a_6171.png,0,1,8,15,250,223,247,115,129,136
a_6172.png,0,8,25,26,47,2,81,231,235,241
a_6173.png,6,2,30,23,0,0,255,97,93,99
a_6174.png,8,1,18,8,3,5,57,170,175,175
a_6175.png,0,1,4,12,235,231,255,111,126,141
a_6176.png,2,0,5,16,65,21,59,245,244,245
a_6177.png,3,0,4,10,134,145,0,208,208,208
a_6178.png,5,0,4,3,24,15,18,158,206,132
a_6179.png,9,1,9,3,255,255,184,135,171,180
a_6180.png,5,1,21,15,234,237,200,24,25,29
a_6181.png,5,0,22,18,84,8,79,191,232,222
a_6182.png,5,0,25,25,0,33,52,189,223,225
a_6183.png,0,1,8,8,1,31,10,238,227,213
a_6184.png,9,1,6,7,12,13,55,255,255,255
a_6185.png,9,1,10,7,1,0,76,106,170,216
a_6186.png,3,1,8,8,1,0,130,255,253,224
a_6187.png,6,0,8,21,8,46,173,192,210,176
a_6188.png,1,0,25,23,201,151,220,121,97,45
a_6189.png,2,1,24,21,163,255,255,7,5,0
a_6190.png,8,1,4,13,237,144,0,239,240,244
a_6191.png,2,0,8,11,253,248,254,155,167,76
a_6192.png,8,1,6,29,3,0,0,249,252,251
a_6193.png,8,1,24,10,220,146,210,77,87,79
a_6194.png,6,1,26,8,3,3,73,149,153,148
a_6195.png,7,1,13,18,73,39,37,252,247,221
a_6196.png,5,3,3,12,3,104,162,253,253,253
a_6197.png,9,1,9,10,67,67,13,220,207,201
a_6198.png,5,7,17,17,47,70,41,252,234,213
a_6199.png,8,0,10,26,6,1,90,170,210,235
a_6200.png,6,1,19,21,74,25,38,222,202,189
a_6201.png,5,7,26,28,13,23,33,142,177,187
a_6202.png,0,1,20,24,241,158,204,5,4,3
a_6203.png,0,2,30,8,25,8,33,251,251,249
a_6204.png,5,7,4,18,62,11,54,193,198,202
a_6205.png,8,0,28,14,36,6,3,164,174,168
a_6206.png,9,0,5,29,79,78,44,169,179,186
a_6207.png,1,9,13,20,43,39,36,137,150,156
a_6208.png,5,0,18,16,1,10,128,173,134,140
a_6209.png,5,1,5,16,0,0,72,234,233,236
a_6210.png,8,3,24,25,86,40,98,223,214,203
a_6211.png,0,8,16,17,21,34,45,218,244,242
a_6212.png,1,9,28,24,5,0,102,192,194,138
a_6213.png,7,9,26,13,8,64,26,222,212,188
a_6214.png,5,0,6,18,3,1,1,252,248,252
a_6215.png,3,1,10,15,187,189,189,37,34,34
a_6216.png,9,1,11,20,113,25,40,214,219,188
a_6217.png,8,1,19,10,255,255,255,62,68,74
a_6218.png,2,0,10,16,34,53,24,147,133,121
a_6219.png,3,0,18,5,50,31,20,230,243,251
a_6220.png,8,0,24,16,181,247,254,77,146,142
a_6221.png,5,3,27,14,0,60,29,246,241,247
a_6222.png,8,1,4,7,225,210,250,42,83,145
a_6223.png,7,4,24,24,23,0,252,198,194,171
a_6224.png,1,9,25,2,44,21,14,251,250,248
a_6225.png,7,9,26,27,11,2,23,147,121,111
a_6226.png,5,0,18,10,96,69,101,151,194,157
a_6227.png,6,1,17,16,7,101,25,230,222,206
a_6228.png,2,0,16,4,55,69,90,144,228,249
a_6229.png,5,3,11,20,0,0,208,211,214,204
a_6230.png,3,7,15,14,245,142,237,90,70,62
a_6231.png,1,9,15,10,25,3,95,197,197,197
a_6232.png,6,2,20,23,2,0,160,236,226,210
a_6233.png,7,9,22,29,116,47,22,216,177,141
a_6234.png,8,1,20,12,135,0,29,161,160,178
a_6235.png,9,1,6,2,13,0,65,255,255,255
a_6236.png,3,5,26,11,42,46,25,239,242,242
a_6237.png,9,1,13,18,125,59,138,196,188,199
a_6238.png,8,9,6,11,54,26,24,229,232,229
a_6239.png,7,1,12,20,0,0,0,227,234,238
a_6240.png,5,3,2,7,240,0,0,230,205,197
a_6241.png,8,9,6,11,13,44,9,253,253,253
a_6242.png,7,9,20,5,0,0,230,200,182,151
a_6243.png,0,3,2,16,48,80,0,235,235,240
a_6244.png,4,3,26,21,55,31,1,195,191,198
a_6245.png,3,7,8,3,9,26,57,227,215,207
a_6246.png,1,9,15,18,6,34,82,94,107,121
a_6247.png,5,7,4,13,42,0,236,244,252,240
a_6248.png,0,8,4,3,1,4,0,170,213,233
a_6249.png,8,1,19,14,107,186,245,9,10,29
a_6250.png,7,1,16,10,188,255,255,67,58,38
a_6251.png,8,1,6,17,200,203,245,76,96,147
a_6252.png,5,3,2,6,125,0,0,197,187,194
a_6253.png,9,1,9,19,255,30,49,227,228,225
a_6254.png,8,1,7,5,115,11,180,179,174,159
a_6255.png,2,1,12,16,3,10,101,206,168,116
a_6256.png,2,0,5,17,0,29,70,219,218,225
a_6257.png,0,8,6,14,3,0,0,113,164,198
a_6258.png,8,1,6,19,30,46,46,200,229,227
a_6259.png,8,0,10,30,0,0,143,214,251,247
a_6260.png,8,1,6,14,92,19,9,235,224,216
a_6261.png,8,0,19,15,252,245,253,27,26,24
a_6262.png,5,1,22,24,8,22,71,200,204,209
a_6263.png,8,1,6,19,7,5,28,177,191,195
a_6264.png,0,1,1,17,13,106,31,244,241,246
a_6265.png,0,2,6,26,66,128,75,187,178,194
a_6266.png,8,0,28,13,24,0,111,115,116,110
a_6267.png,2,3,3,28,103,74,25,254,255,254
a_6268.png,3,5,14,11,19,3,9,160,139,101
a_6269.png,2,1,14,9,0,0,79,164,151,159
a_6270.png,4,5,3,10,14,43,6,198,210,226
a_6271.png,0,1,6,11,2,1,5,131,179,221
a_6272.png,5,1,22,8,33,0,0,202,206,187
a_6273.png,5,1,8,17,1,34,161,248,249,251
a_6274.png,7,0,20,26,26,104,73,183,209,235
a_6275.png,8,9,6,12,21,48,116,215,229,240
a_6276.png,6,1,5,7,214,84,255,56,54,51
a_6277.png,0,1,6,19,86,8,39,206,232,252
a_6278.png,0,2,11,8,248,245,221,46,95,154
a_6279.png,3,1,9,3,0,29,194,181,160,163
a_6280.png,1,8,29,18,243,199,183,13,16,32
a_6281.png,8,0,12,5,25,98,9,251,251,249
a_6282.png,1,9,23,14,221,204,238,86,93,95
a_6283.png,9,1,14,20,69,169,245,68,63,64
a_6284.png,7,1,24,7,92,21,34,204,187,159
a_6285.png,1,0,16,2,0,44,52,249,248,249
a_6286.png,9,1,13,12,245,154,252,51,52,35
a_6287.png,0,5,2,23,0,131,0,225,212,189
a_6288.png,0,2,2,19,14,39,1,227,222,206
a_6289.png,0,9,26,8,243,252,248,22,30,42
a_6290.png,2,1,14,13,131,255,241,24,11,15
a_6291.png,8,1,10,6,24,0,20,252,252,249
a_6292.png,5,9,2,11,20,23,6,220,220,224
a_6293.png,3,5,14,18,0,21,135,240,234,222
a_6294.png,2,0,9,13,0,0,0,210,214,219
a_6295.png,0,1,8,8,179,209,244,50,70,33
a_6296.png,6,0,5,19,57,0,121,247,250,245
a_6297.png,6,3,28,6,19,72,239,251,250,248
a_6298.png,9,1,8,15,17,39,20,114,128,145
a_6299.png,3,7,20,22,242,209,218,95,97,117
a_6300.png,0,1,6,7,49,19,2,140,145,202
a_6301.png,0,1,5,6,62,18,14,131,146,181
a_6302.png,0,1,7,20,115,231,255,82,87,98
a_6303.png,5,7,18,20,40,0,178,216,207,211
a_6304.png,0,1,27,5,177,225,235,22,29,42
a_6305.png,8,0,8,23,0,7,1,110,176,196
a_6306.png,9,1,12,7,255,255,131,44,35,13
a_6307.png,0,4,11,15,18,0,117,247,245,227
a_6308.png,9,1,16,15,85,102,39,198,207,215
a_6309.png,0,8,9,13,214,140,247,15,21,24
a_6310.png,7,5,14,18,16,4,44,239,232,245
a_6311.png,6,9,28,25,64,78,102,251,250,249
a_6312.png,7,9,22,20,214,243,205,0,0,0
a_6313.png,0,9,8,13,26,2,9,105,164,228
a_6314.png,9,1,3,25,76,43,67,255,255,255
a_6315.png,7,9,26,7,82,26,8,163,224,215
a_6316.png,8,0,2,23,74,55,12,251,251,251
a_6317.png,5,9,20,26,243,233,235,87,74,90
a_6318.png,6,0,10,17,255,255,205,146,98,97
a_6319.png,8,0,7,20,0,19,52,183,212,228
a_6320.png,5,2,30,12,53,7,2,240,237,192
a_6321.png,7,9,20,2,100,0,33,228,195,159
a_6322.png,8,0,18,20,255,163,154,21,23,63
a_6323.png,0,9,25,8,175,201,249,65,67,62
a_6324.png,7,1,26,5,0,0,0,206,209,205
a_6325.png,4,0,8,22,13,200,4,237,234,219
a_6326.png,9,1,14,10,132,203,247,79,86,85
a_6327.png,9,1,6,5,18,19,12,238,240,241
a_6328.png,8,1,17,18,50,14,26,201,204,200
a_6329.png,1,8,11,21,16,14,42,187,231,166
a_6330.png,5,1,18,11,13,69,136,148,130,114
a_6331.png,2,0,14,26,59,6,238,234,239,243
a_6332.png,9,1,21,18,244,201,174,4,6,2
a_6333.png,8,0,24,18,237,184,229,59,59,59
a_6334.png,3,1,22,16,20,112,75,246,245,243
a_6335.png,9,1,6,9,24,147,0,245,247,245
a_6336.png,5,0,4,24,14,38,1,194,196,179
a_6337.png,9,1,22,17,125,198,255,146,50,58
a_6338.png,8,0,21,16,22,192,21,202,216,225
a_6339.png,2,1,18,24,2,13,91,194,184,155
a_6340.png,2,0,8,3,0,0,0,146,193,222
a_6341.png,9,1,12,23,204,255,200,26,62,90
a_6342.png,8,0,26,16,58,11,63,124,130,109
a_6343.png,1,9,21,12,178,111,69,246,167,137
a_6344.png,5,0,23,7,255,3,0,213,212,200
a_6345.png,9,1,25,17,18,73,48,222,192,181
a_6346.png,5,9,25,18,255,241,244,54,43,45
a_6347.png,5,1,18,14,78,0,191,232,223,213
a_6348.png,6,1,3,19,184,242,220,99,142,98
a_6349.png,6,2,14,15,15,6,16,161,153,91
a_6350.png,8,0,24,13,0,0,0,178,179,148
a_6351.png,7,8,9,19,71,33,70,252,242,247
a_6352.png,2,1,26,9,0,66,40,235,239,237
a_6353.png,6,1,28,22,108,49,10,147,147,133
a_6354.png,9,1,2,12,78,37,49,243,247,249
a_6355.png,5,3,25,20,144,2,167,244,248,249
a_6356.png,3,0,20,24,94,104,138,239,244,239
a_6357.png,8,1,21,14,217,178,246,22,39,38
a_6358.png,2,0,19,11,255,101,203,73,41,47
a_6359.png,0,1,8,15,95,0,0,196,162,158
a_6360.png,6,1,11,18,80,0,57,212,210,214
a_6361.png,0,9,8,13,122,88,0,180,201,225
a_6362.png,7,1,23,15,189,194,209,89,80,59
a_6363.png,8,9,18,18,188,214,192,25,28,41
a_6364.png,9,0,10,7,4,5,54,245,245,245
a_6365.png,1,9,17,17,255,236,255,205,0,24
a_6366.png,7,1,14,16,255,255,246,123,102,84
a_6367.png,8,1,27,11,35,106,26,228,229,235
a_6368.png,0,1,12,12,0,64,24,182,226,241
a_6369.png,1,9,26,20,33,12,6,162,166,170
a_6370.png,5,1,22,9,0,0,38,137,157,157
a_6371.png,2,0,17,25,241,238,230,12,12,11
a_6372.png,1,0,11,21,11,11,4,222,216,216
a_6373.png,5,1,5,24,145,110,61,250,245,242
a_6374.png,5,2,26,20,25,9,135,251,252,252
a_6375.png,0,1,8,5,1,18,66,219,214,208
a_6376.png,3,5,14,8,39,19,0,240,235,223
a_6377.png,2,0,8,26,2,20,32,124,128,112
a_6378.png,5,0,19,6,58,65,14,220,225,161
a_6379.png,0,1,5,4,144,12,0,240,242,235
a_6380.png,0,9,2,16,110,42,8,231,238,238
a_6381.png,7,3,26,6,242,246,211,87,97,78
a_6382.png,6,2,14,13,0,49,0,234,221,166
a_6383.png,8,9,5,5,94,26,14,236,237,234
a_6384.png,9,1,6,7,0,7,149,232,230,236
a_6385.png,7,0,15,13,210,42,21,239,246,242
a_6386.png,6,1,27,3,109,27,151,150,134,93
a_6387.png,8,1,29,19,93,59,36,233,209,201
a_6388.png,2,0,8,27,8,43,11,207,232,243
a_6389.png,3,7,6,2,15,0,208,243,235,233
a_6390.png,6,0,14,4,170,255,255,86,80,51
a_6391.png,8,0,24,15,30,10,22,251,252,251
a_6392.png,9,1,18,18,118,105,0,197,205,221
a_6393.png,8,0,9,22,26,6,47,198,244,245
a_6394.png,2,0,19,23,238,161,250,98,79,94
a_6395.png,5,3,2,16,77,15,49,253,253,253
a_6396.png,7,5,23,12,230,0,39,223,218,217
a_6397.png,5,7,8,2,3,34,69,209,232,232
a_6398.png,2,1,11,21,35,33,0,229,236,228
a_6399.png,9,3,5,15,255,255,138,113,149,170
a_6400.png,0,9,9,20,255,246,207,21,27,20
a_6401.png,6,0,5,21,20,74,158,254,253,251
a_6402.png,5,7,6,24,0,79,89,240,245,224
a_6403.png,0,1,6,21,207,242,255,66,104,199
a_6404.png,1,9,5,21,16,18,141,197,197,199
a_6405.png,9,1,8,6,0,9,19,231,229,229
a_6406.png,5,7,14,3,15,101,21,255,252,253
a_6407.png,7,6,23,18,234,14,39,178,155,112
a_6408.png,6,1,14,24,0,0,16,236,209,234
a_6409.png,7,0,8,22,55,1,21,211,216,217
a_6410.png,0,8,2,13,42,86,6,207,210,220
a_6411.png,8,1,21,11,255,84,255,37,32,40
a_6412.png,2,0,10,25,80,102,83,160,187,221
a_6413.png,9,0,6,12,1,23,155,253,250,247
a_6414.png,6,1,12,19,0,203,0,217,189,194
a_6415.png,1,0,23,5,25,86,29,139,147,228
a_6416.png,0,9,3,23,175,175,255,21,57,101
a_6417.png,2,5,12,15,56,0,6,76,79,79
a_6418.png,9,0,6,26,0,86,112,252,253,253
a_6419.png,6,2,13,8,208,210,137,47,55,30
a_6420.png,0,1,21,28,110,20,118,206,189,184
a_6421.png,2,0,14,26,70,0,103,215,226,246
a_6422.png,7,9,10,18,24,28,81,252,252,249
a_6423.png,9,1,10,11,78,30,6,146,165,195
a_6424.png,2,5,17,18,233,255,225,101,88,93
a_6425.png,1,9,21,6,226,249,198,50,14,6
a_6426.png,2,0,22,27,0,36,0,255,255,255
a_6427.png,0,9,8,24,0,67,67,209,196,211
a_6428.png,0,1,8,11,29,147,8,217,226,232
a_6429.png,9,1,21,17,146,255,248,178,23,21
a_6430.png,3,9,19,8,255,193,255,111,81,38
a_6431.png,2,0,6,20,1,19,193,169,184,207
a_6432.png,2,0,10,6,5,5,43,176,166,138
a_6433.png,3,1,22,11,214,237,255,73,66,66
a_6434.png,2,1,28,25,108,44,34,215,193,162
a_6435.png,9,1,8,8,14,58,2,175,168,185
a_6436.png,2,5,18,13,1,60,28,159,155,113
a_6437.png,3,6,10,29,0,0,0,242,250,251
a_6438.png,5,1,15,18,255,255,255,46,24,25
a_6439.png,1,9,28,3,29,20,8,212,205,193
a_6440.png,7,0,12,9,2,7,20,236,234,209
a_6441.png,0,2,30,9,8,2,26,108,148,161
a_6442.png,6,1,19,1,192,95,222,44,31,35
a_6443.png,2,5,11,20,0,29,0,163,170,139
a_6444.png,3,0,27,12,51,19,3,242,238,223
a_6445.png,3,1,18,17,14,0,104,218,221,219
a_6446.png,8,0,26,22,240,213,236,32,50,51
a_6447.png,8,0,14,4,253,254,234,12,9,14
a_6448.png,0,9,26,3,1,9,144,221,210,190
a_6449.png,0,8,9,4,64,156,226,249,250,252
a_6450.png,5,0,6,25,9,33,143,236,244,247
a_6451.png,3,1,25,6,235,119,254,62,45,36
a_6452.png,5,0,30,13,0,3,0,227,227,227
a_6453.png,7,9,26,26,50,0,20,201,172,163
a_6454.png,1,8,12,16,99,236,227,49,90,92
a_6455.png,6,1,12,16,8,70,43,190,186,185
a_6456.png,8,1,6,20,21,70,4,191,237,233
a_6457.png,1,0,8,25,5,7,1,233,229,220
a_6458.png,9,0,6,18,0,0,43,141,209,243
a_6459.png,8,0,9,16,0,12,146,189,202,213
a_6460.png,1,9,17,12,72,5,220,183,148,164
a_6461.png,3,9,28,11,28,91,118,241,244,243
a_6462.png,3,1,26,10,255,229,240,28,76,81
a_6463.png,9,1,12,13,180,233,180,85,93,150
a_6464.png,8,1,22,23,38,3,122,239,243,249
a_6465.png,3,8,25,14,89,127,41,196,201,189
a_6466.png,8,1,17,7,0,0,0,236,243,241
a_6467.png,1,9,22,8,229,199,251,40,24,24
a_6468.png,0,1,6,7,0,0,19,230,231,236
a_6469.png,0,1,15,20,60,12,92,217,216,222
a_6470.png,5,3,10,6,159,108,10,234,231,218
a_6471.png,5,1,16,27,0,21,0,158,175,145
a_6472.png,0,1,18,6,29,52,46,251,245,130
a_6473.png,2,0,5,14,255,122,212,141,138,107
a_6474.png,0,9,22,8,13,14,57,206,215,223
a_6475.png,2,3,6,17,4,1,158,136,161,78
a_6476.png,9,0,10,9,19,50,1,194,230,243
a_6477.png,0,8,9,18,255,255,255,99,99,99
a_6478.png,3,0,14,3,8,7,36,237,232,235
a_6479.png,7,4,23,15,110,0,69,243,223,237
a_6480.png,4,9,23,6,0,0,154,213,197,186
a_6481.png,0,1,8,6,31,64,39,255,244,239
a_6482.png,3,9,24,24,213,255,255,71,53,48
a_6483.png,6,1,16,15,222,165,239,116,114,81
a_6484.png,1,9,9,10,203,225,242,29,29,34
a_6485.png,0,5,22,12,188,22,126,233,214,216
a_6486.png,1,0,30,21,2,5,1,170,158,154
a_6487.png,5,0,20,6,0,3,111,220,222,207
a_6488.png,3,5,29,17,12,50,50,189,202,201
a_6489.png,8,9,4,10,0,0,1,252,252,252
a_6490.png,9,1,2,15,56,88,83,238,233,234
a_6491.png,3,1,18,9,92,8,156,236,229,211
a_6492.png,5,2,21,9,32,49,98,164,166,164
a_6493.png,7,9,4,19,64,12,18,202,240,245
a_6494.png,9,1,12,16,130,200,140,67,38,28
a_6495.png,6,5,13,18,9,0,99,196,152,151
a_6496.png,0,8,14,2,20,67,96,201,214,237
a_6497.png,1,9,26,3,6,2,40,185,166,153
a_6498.png,9,1,6,14,173,210,220,13,42,54
a_6499.png,8,0,15,19,191,133,244,18,19,19
a_6500.png,3,0,16,24,0,8,169,250,247,249
a_6501.png,0,4,10,19,188,20,11,167,204,231
a_6502.png,9,1,8,9,146,34,38,180,179,194
a_6503.png,9,0,10,14,164,98,0,255,252,253
a_6504.png,0,2,11,8,215,247,235,3,4,2
a_6505.png,8,9,26,8,0,0,85,133,139,136
a_6506.png,7,0,8,23,79,46,122,167,207,231
a_6507.png,1,8,3,5,0,32,112,202,203,189
a_6508.png,3,1,21,9,0,0,255,209,205,195
a_6509.png,9,8,5,9,38,17,28,255,252,187
a_6510.png,0,1,24,9,230,252,165,27,21,22
a_6511.png,5,1,5,16,12,64,73,228,238,252
a_6512.png,5,9,21,21,241,248,255,107,104,105
a_6513.png,6,5,12,16,57,15,42,165,145,134
a_6514.png,9,1,7,24,255,255,255,36,46,43
a_6515.png,9,1,1,7,255,255,255,41,49,41
a_6516.png,5,9,9,10,23,10,113,236,234,232
a_6517.png,3,2,31,21,10,110,70,218,223,229
a_6518.png,9,1,30,22,41,83,64,182,171,171
a_6519.png,3,1,9,3,115,0,0,144,136,164
a_6520.png,1,9,9,20,105,7,33,91,141,170
a_6521.png,2,0,6,12,110,41,8,207,240,174
a_6522.png,2,0,5,14,102,0,224,176,206,207
a_6523.png,5,0,5,11,112,83,48,246,237,229
a_6524.png,3,0,14,7,4,12,3,227,227,227
a_6525.png,8,1,4,19,0,27,0,156,198,223
a_6526.png,0,1,1,2,23,0,0,255,255,255
a_6527.png,0,1,13,15,215,243,213,102,105,131
a_6528.png,8,1,20,27,168,5,106,163,192,209
a_6529.png,8,9,6,9,0,48,0,251,251,251
a_6530.png,9,1,8,27,222,95,35,244,247,253
a_6531.png,0,2,16,12,24,47,15,219,226,237
a_6532.png,0,8,1,3,3,12,32,193,229,240
a_6533.png,5,7,16,16,0,33,255,206,204,202
a_6534.png,2,0,14,26,41,29,0,98,199,224
a_6535.png,0,1,7,7,2,4,2,146,199,223
a_6536.png,5,9,26,29,0,26,66,114,143,219
a_6537.png,0,1,3,4,0,72,16,138,171,215
a_6538.png,2,0,19,13,147,247,232,138,102,77
a_6539.png,0,8,13,17,0,11,45,158,171,199
a_6540.png,2,0,27,7,28,14,114,173,162,156
a_6541.png,8,1,25,13,207,180,252,57,4,4
a_6542.png,9,1,8,11,246,203,87,0,13,25
a_6543.png,8,1,23,11,215,189,237,15,12,14
a_6544.png,5,2,29,9,20,2,2,169,190,184
a_6545.png,2,5,16,18,0,3,1,170,145,124
a_6546.png,7,1,8,11,8,60,116,238,228,200
a_6547.png,8,0,23,20,195,255,134,32,79,69
a_6548.png,1,9,14,24,12,37,77,195,200,212
a_6549.png,8,9,23,9,0,7,0,187,201,214
a_6550.png,9,0,9,11,59,7,114,173,184,185
a_6551.png,6,0,12,18,26,35,3,251,252,255
a_6552.png,2,5,10,19,0,0,0,211,212,199
a_6553.png,8,0,14,7,39,39,80,228,233,233
a_6554.png,7,9,2,18,0,166,84,175,225,241
a_6555.png,8,9,11,5,18,100,33,219,238,250
a_6556.png,5,7,24,6,5,54,36,242,246,249
a_6557.png,6,2,30,20,0,23,0,178,179,166
a_6558.png,2,0,14,12,82,16,53,226,226,198
a_6559.png,0,8,10,18,52,1,94,207,203,204
a_6560.png,9,1,2,26,67,36,59,250,251,247
a_6561.png,2,1,26,6,205,255,232,138,181,69
a_6562.png,7,1,7,28,244,254,220,44,64,48
a_6563.png,8,1,22,27,16,8,93,251,251,244
a_6564.png,9,0,5,12,0,0,246,226,251,251
a_6565.png,0,1,25,16,255,216,173,67,67,67
a_6566.png,1,8,10,23,16,1,12,222,206,213
a_6567.png,3,0,6,5,89,50,15,122,143,132
a_6568.png,7,0,17,7,17,27,20,193,177,194
a_6569.png,5,0,15,21,4,3,79,250,246,236
