img,true_label,predicted_class,x,y,g_attack,g_original
b_9950.png,2,4,27,14,188,106
b_9951.png,6,1,27,17,246,79
b_9952.png,9,1,10,13,39,197
b_9953.png,6,9,22,8,201,41
b_9954.png,4,7,13,11,22,207
b_9955.png,4,2,27,2,255,126
b_9956.png,9,1,26,15,231,6
b_9957.png,4,2,6,6,245,23
b_9958.png,0,9,11,13,18,144
b_9959.png,6,3,27,9,0,255
b_9960.png,7,1,11,18,0,202
b_9961.png,2,9,21,27,12,245
b_9962.png,2,0,11,5,5,190
b_9963.png,2,6,2,12,239,25
b_9964.png,1,9,27,7,228,0
b_9965.png,1,9,17,20,13,203
b_9966.png,2,6,17,15,0,227
b_9967.png,1,9,14,4,255,55
b_9968.png,2,9,25,4,0,135
b_9969.png,3,7,3,15,9,255
b_9970.png,9,1,6,18,0,128
b_9971.png,6,2,17,19,0,96
b_9972.png,8,1,27,18,0,181
b_9973.png,2,6,20,25,255,106
b_9974.png,6,9,17,17,7,190
b_9975.png,7,9,9,21,21,232
b_9976.png,2,9,26,7,0,143
b_9977.png,5,7,5,14,255,97
b_9978.png,0,9,3,18,0,212
b_9979.png,3,0,19,23,9,212
b_9980.png,1,9,13,15,249,68
b_9981.png,6,9,25,19,8,155
b_9982.png,5,9,7,16,0,133
b_9983.png,7,9,27,27,2,153
b_9984.png,3,9,24,8,220,30
b_9985.png,5,0,7,19,0,255
b_9986.png,2,4,9,15,1,129
b_9987.png,6,2,25,20,255,5
b_9988.png,1,5,8,14,0,116
b_9989.png,0,2,27,16,35,178
b_9990.png,1,9,23,21,18,198
b_9991.png,8,1,18,10,6,241
b_9992.png,2,6,15,13,11,217
b_9993.png,4,2,13,21,21,202
b_9994.png,0,3,27,20,21,200
b_9995.png,1,9,19,10,0,206
b_9996.png,3,5,16,15,0,164
b_9997.png,1,9,20,8,239,33
b_9998.png,7,1,14,16,0,185
b_9999.png,0,3,16,9,0,252
b_10000.png,8,0,25,10,7,133
b_10001.png,2,4,15,24,0,134
b_10002.png,9,1,1,8,255,24
b_10003.png,8,1,24,16,255,18
b_10004.png,9,1,2,4,4,255
b_10005.png,6,9,11,15,0,210
b_10006.png,1,9,13,13,0,245
b_10007.png,7,9,3,27,35,231
b_10008.png,6,1,4,16,239,96
b_10009.png,1,9,27,8,255,0
b_10010.png,1,9,15,14,0,216
b_10011.png,0,8,13,15,255,52
b_10012.png,0,4,27,25,45,213
b_10013.png,7,2,4,8,255,18
b_10014.png,2,9,12,15,255,70
b_10015.png,0,1,27,26,255,2
b_10016.png,4,1,20,3,0,142
b_10017.png,7,3,27,3,43,218
b_10018.png,7,9,26,7,0,162
b_10019.png,2,6,27,10,0,98
b_10020.png,0,9,7,9,0,223
b_10021.png,9,3,19,9,0,208
b_10022.png,9,3,6,7,1,171
b_10023.png,9,1,9,21,23,217
b_10024.png,0,9,2,23,0,253
b_10025.png,1,9,23,8,246,9
b_10026.png,6,9,12,19,0,121
b_10027.png,2,1,22,12,233,67
b_10028.png,4,1,10,8,0,164
b_10029.png,0,9,23,3,231,128
b_10030.png,6,2,18,19,0,153
b_10031.png,4,2,7,25,31,159
b_10032.png,1,9,12,15,0,214
b_10033.png,6,9,27,14,12,126
b_10034.png,7,9,9,21,0,252
b_10035.png,0,2,10,27,10,154
b_10036.png,6,1,24,16,255,34
b_10037.png,3,5,27,15,1,232
b_10038.png,1,9,25,23,5,233
b_10039.png,5,1,9,5,2,174
b_10040.png,3,9,22,24,9,230
b_10041.png,6,9,12,19,0,194
b_10042.png,0,2,8,7,8,106
b_10043.png,1,9,11,11,218,10
b_10044.png,7,9,24,27,0,160
b_10045.png,5,6,24,12,0,194
b_10046.png,7,5,1,24,0,169
b_10047.png,2,9,25,5,13,181
b_10048.png,9,1,17,5,0,182
b_10049.png,0,1,2,23,3,247
b_10050.png,1,9,19,19,251,24
b_10051.png,6,9,26,22,255,5
b_10052.png,0,2,3,23,8,159
b_10053.png,4,9,25,27,0,171
b_10054.png,3,9,27,11,249,27
b_10055.png,7,5,11,16,4,107
b_10056.png,8,0,23,16,10,121
b_10057.png,8,6,2,7,0,183
b_10058.png,0,1,10,14,213,0
b_10059.png,1,9,11,6,2,160
b_10060.png,4,2,20,24,6,156
b_10061.png,3,5,14,18,32,155
b_10062.png,7,5,10,10,255,24
b_10063.png,3,9,26,6,255,25
b_10064.png,3,5,21,16,32,214
b_10065.png,5,3,6,11,255,37
b_10066.png,7,3,11,19,255,52
b_10067.png,2,0,25,21,5,182
b_10068.png,7,5,15,17,255,53
b_10069.png,3,6,16,22,0,246
b_10070.png,2,0,26,25,0,233
b_10071.png,9,0,9,24,10,228
b_10072.png,3,5,14,17,22,145
b_10073.png,4,9,24,24,255,70
b_10074.png,2,4,27,18,0,167
b_10075.png,4,7,14,21,44,222
b_10076.png,7,5,9,23,255,63
b_10077.png,3,0,11,25,47,241
b_10078.png,5,7,23,19,0,194
b_10079.png,0,9,17,21,12,239
b_10080.png,2,4,6,16,12,244
b_10081.png,5,3,23,14,33,253
b_10082.png,0,8,13,12,14,200
b_10083.png,5,2,5,8,4,248
b_10084.png,6,2,10,15,0,116
b_10085.png,0,3,6,7,0,161
b_10086.png,0,9,13,7,0,195
b_10087.png,1,2,25,7,1,170
b_10088.png,0,9,11,13,80,186
b_10089.png,1,9,25,21,254,14
b_10090.png,9,1,16,16,8,169
b_10091.png,0,9,10,14,0,122
b_10092.png,6,3,23,10,0,255
b_10093.png,8,1,24,8,221,4
b_10094.png,6,9,10,20,6,196
b_10095.png,0,2,27,25,0,255
b_10096.png,5,6,5,26,0,229
b_10097.png,6,9,18,15,242,18
b_10098.png,6,9,13,19,0,220
b_10099.png,3,5,21,17,0,219
b_10100.png,1,9,22,17,0,229
b_10101.png,8,0,24,14,6,189
b_10102.png,1,9,13,13,14,190
b_10103.png,6,5,12,15,4,149
b_10104.png,0,9,9,8,0,157
b_10105.png,3,9,26,8,255,27
b_10106.png,6,9,27,14,255,16
b_10107.png,3,6,7,2,255,27
b_10108.png,8,2,6,11,0,170
b_10109.png,7,9,14,8,255,25
b_10110.png,1,9,19,8,16,192
b_10111.png,5,7,25,17,42,251
b_10112.png,4,2,22,24,251,95
b_10113.png,4,2,14,10,255,10
b_10114.png,0,1,1,9,21,212
b_10115.png,2,5,9,3,0,175
b_10116.png,0,1,20,4,0,192
b_10117.png,2,4,19,18,12,209
b_10118.png,2,0,16,27,0,224
b_10119.png,9,1,24,13,255,18
b_10120.png,0,9,18,10,255,8
b_10121.png,2,5,8,11,4,158
b_10122.png,2,4,4,16,254,32
b_10123.png,5,3,1,23,5,242
b_10124.png,7,9,17,2,1,241
b_10125.png,1,9,11,8,0,167
b_10126.png,9,2,27,11,0,157
b_10127.png,5,7,17,9,0,149
b_10128.png,2,9,10,5,236,83
b_10129.png,8,1,26,16,255,44
b_10130.png,7,1,22,14,0,179
b_10131.png,3,7,6,21,25,146
b_10132.png,1,4,17,18,1,191
b_10133.png,6,4,13,17,48,150
b_10134.png,6,2,10,13,0,222
b_10135.png,0,3,6,25,0,146
b_10136.png,2,4,21,6,0,124
b_10137.png,4,9,11,26,255,86
b_10138.png,3,0,9,14,0,250
b_10139.png,2,6,15,12,17,200
b_10140.png,6,2,6,16,23,132
b_10141.png,9,1,1,12,13,245
b_10142.png,1,9,15,15,0,215
b_10143.png,9,1,4,5,45,225
b_10144.png,7,2,15,11,26,197
b_10145.png,2,1,18,14,194,59
b_10146.png,8,0,18,15,0,179
b_10147.png,6,4,5,20,5,177
b_10148.png,4,7,10,17,5,218
b_10149.png,6,2,26,16,233,42
b_10150.png,4,7,24,4,0,205
b_10151.png,1,9,17,11,34,136
b_10152.png,1,9,21,9,242,40
b_10153.png,1,2,17,18,243,78
b_10154.png,4,2,19,11,0,199
b_10155.png,8,2,9,17,0,181
b_10156.png,7,3,9,26,3,226
b_10157.png,0,9,27,7,255,7
b_10158.png,6,4,27,16,255,93
b_10159.png,3,6,27,19,12,206
b_10160.png,6,9,15,15,0,140
b_10161.png,5,1,19,11,0,217
b_10162.png,2,7,20,13,251,6
b_10163.png,6,4,17,16,0,167
b_10164.png,1,9,20,18,255,61
b_10165.png,1,9,15,13,2,184
b_10166.png,4,7,26,9,0,222
b_10167.png,5,9,7,17,0,169
b_10168.png,0,5,2,13,23,193
b_10169.png,9,1,24,8,28,107
b_10170.png,8,3,26,10,0,253
b_10171.png,4,7,6,17,202,72
b_10172.png,8,0,21,17,0,165
b_10173.png,1,9,20,14,0,187
b_10174.png,3,2,18,19,8,115
b_10175.png,6,2,12,19,10,215
b_10176.png,2,3,11,7,4,199
b_10177.png,2,1,16,14,220,90
b_10178.png,6,9,16,15,2,199
b_10179.png,4,2,11,19,254,66
b_10180.png,1,9,13,13,225,37
b_10181.png,8,1,27,15,255,28
b_10182.png,7,5,27,5,0,163
b_10183.png,1,9,15,17,3,144
b_10184.png,7,4,18,8,32,160
b_10185.png,6,3,18,19,0,134
b_10186.png,0,2,7,12,4,249
b_10187.png,2,6,4,11,255,41
b_10188.png,5,6,25,26,0,219
b_10189.png,1,6,27,17,20,151
b_10190.png,0,9,25,3,17,190
b_10191.png,2,9,25,6,0,151
b_10192.png,3,7,5,5,0,215
b_10193.png,1,9,8,18,24,244
b_10194.png,5,4,18,14,28,240
b_10195.png,1,9,17,19,0,183
b_10196.png,5,3,7,14,6,126
b_10197.png,0,2,3,18,0,201
b_10198.png,3,6,25,19,0,156
b_10199.png,5,3,23,2,1,243
b_10200.png,6,9,17,27,14,190
b_10201.png,1,9,15,23,37,242
b_10202.png,7,1,14,15,4,113
b_10203.png,0,1,26,16,222,14
b_10204.png,6,9,12,11,255,45
b_10205.png,6,9,12,15,10,223
b_10206.png,3,9,20,4,6,252
b_10207.png,7,9,11,26,78,199
b_10208.png,2,5,21,17,10,184
b_10209.png,4,5,12,18,212,37
b_10210.png,3,9,19,8,38,252
b_10211.png,4,3,11,6,255,47
b_10212.png,2,9,3,17,9,105
b_10213.png,8,1,25,22,255,5
b_10214.png,1,9,23,7,0,240
b_10215.png,7,0,6,15,231,13
b_10216.png,0,2,4,13,0,251
b_10217.png,0,7,5,23,0,219
b_10218.png,1,9,9,15,0,178
b_10219.png,8,1,27,15,249,106
b_10220.png,5,6,8,16,0,235
b_10221.png,9,0,25,24,247,103
b_10222.png,1,9,20,22,255,58
b_10223.png,7,9,26,20,0,138
b_10224.png,3,7,2,10,0,197
b_10225.png,2,1,17,17,255,12
b_10226.png,8,9,24,11,247,29
b_10227.png,0,9,3,21,2,203
b_10228.png,8,4,25,10,16,158
b_10229.png,2,0,19,4,0,250
b_10230.png,4,7,20,5,255,107
b_10231.png,2,3,10,4,1,185
b_10232.png,4,9,20,23,248,41
b_10233.png,1,2,19,20,255,57
b_10234.png,6,0,9,3,0,253
b_10235.png,2,9,11,15,255,92
b_10236.png,6,2,24,16,3,209
b_10237.png,8,9,11,11,17,165
b_10238.png,2,9,11,8,231,100
b_10239.png,0,9,21,21,70,166
b_10240.png,1,6,4,9,16,216
b_10241.png,2,5,10,7,0,225
b_10242.png,8,9,8,5,21,221
b_10243.png,7,9,24,4,24,172
b_10244.png,8,0,24,10,0,101
b_10245.png,5,3,3,14,0,175
b_10246.png,1,9,17,11,0,168
b_10247.png,6,2,27,24,251,11
b_10248.png,8,1,27,15,12,226
b_10249.png,6,4,27,24,255,52
b_10250.png,6,9,26,24,255,38
b_10251.png,5,9,15,15,7,214
b_10252.png,4,6,10,24,0,164
b_10253.png,5,9,9,14,21,153
b_10254.png,9,1,25,15,255,57
b_10255.png,1,9,21,20,255,41
b_10256.png,0,3,2,20,0,10
b_10257.png,1,9,27,8,0,207
b_10258.png,8,0,20,11,255,68
b_10259.png,3,5,21,18,0,166
b_10260.png,0,9,26,21,242,61
b_10261.png,3,7,26,21,24,250
b_10262.png,7,5,2,25,17,147
b_10263.png,2,3,27,9,253,89
b_10264.png,6,1,12,15,8,162
b_10265.png,8,1,27,17,255,103
b_10266.png,9,5,3,4,0,244
b_10267.png,3,9,5,27,25,231
b_10268.png,2,6,5,12,244,88
b_10269.png,2,3,11,11,246,37
b_10270.png,7,4,27,21,7,158
b_10271.png,0,8,9,12,31,191
b_10272.png,5,3,26,13,23,236
b_10273.png,9,1,3,24,4,197
b_10274.png,4,2,24,15,0,231
b_10275.png,9,7,3,19,5,232
b_10276.png,2,3,12,5,42,249
b_10277.png,5,9,27,14,0,225
b_10278.png,7,9,26,6,0,125
b_10279.png,0,8,3,17,8,186
b_10280.png,8,1,27,9,255,94
b_10281.png,5,6,25,11,20,185
b_10282.png,0,9,3,21,0,224
b_10283.png,0,2,23,12,63,250
b_10284.png,1,9,8,12,255,78
b_10285.png,2,7,11,25,0,246
b_10286.png,9,1,25,11,3,176
b_10287.png,2,5,13,10,253,30
b_10288.png,2,9,24,3,250,100
b_10289.png,1,9,13,12,5,198
b_10290.png,7,9,24,5,255,33
b_10291.png,8,1,20,15,16,58
b_10292.png,7,2,15,12,26,234
b_10293.png,4,7,14,21,3,174
b_10294.png,2,9,21,22,254,8
b_10295.png,3,5,15,15,0,220
b_10296.png,7,4,17,27,2,239
b_10297.png,1,9,16,9,10,180
b_10298.png,3,7,19,17,34,204
b_10299.png,1,9,6,19,0,216
b_10300.png,0,9,21,7,6,180
b_10301.png,9,1,11,25,20,176
b_10302.png,3,5,26,9,39,188
b_10303.png,2,4,19,13,6,227
b_10304.png,0,8,15,18,18,251
b_10305.png,5,3,21,26,32,174
b_10306.png,1,9,21,13,22,173
b_10307.png,5,3,8,23,253,6
b_10308.png,1,9,16,17,0,166
b_10309.png,7,9,24,27,0,147
b_10310.png,2,6,20,18,255,79
b_10311.png,1,9,20,19,255,10
b_10312.png,2,6,19,15,0,162
b_10313.png,0,9,3,13,13,221
b_10314.png,1,9,5,16,4,204
b_10315.png,2,4,23,21,27,143
b_10316.png,1,9,13,17,11,238
b_10317.png,0,9,20,2,27,203
b_10318.png,4,2,19,9,25,226
b_10319.png,2,7,3,16,40,164
b_10320.png,4,9,22,3,0,137
b_10321.png,2,0,25,8,0,253
b_10322.png,1,9,20,23,11,194
b_10323.png,2,9,5,6,0,212
b_10324.png,2,1,15,15,251,90
b_10325.png,4,9,25,3,10,108
b_10326.png,6,3,2,10,0,231
b_10327.png,3,9,19,15,255,69
b_10328.png,3,0,5,18,26,185
b_10329.png,9,1,5,5,15,243
b_10330.png,4,7,9,11,0,194
b_10331.png,5,1,5,15,6,219
b_10332.png,5,3,9,11,9,134
b_10333.png,1,9,13,19,0,209
b_10334.png,7,4,22,16,0,248
b_10335.png,8,2,6,17,0,116
b_10336.png,7,0,10,24,0,251
b_10337.png,6,2,4,19,1,190
b_10338.png,2,5,25,11,0,243
b_10339.png,9,1,24,19,0,177
b_10340.png,4,7,23,25,11,195
b_10341.png,5,1,18,12,0,208
b_10342.png,0,5,6,11,9,170
b_10343.png,2,4,18,10,0,178
b_10344.png,4,2,22,19,14,114
b_10345.png,7,9,27,6,255,54
b_10346.png,2,4,23,21,11,204
b_10347.png,5,3,13,5,0,182
b_10348.png,4,9,7,4,0,227
b_10349.png,7,9,20,3,3,201
b_10350.png,3,2,11,27,0,146
b_10351.png,8,1,15,25,0,219
b_10352.png,7,2,10,20,3,198
b_10353.png,3,9,11,12,1,148
b_10354.png,0,9,21,2,12,178
b_10355.png,4,2,10,9,6,200
b_10356.png,1,5,23,26,15,157
b_10357.png,8,5,7,25,0,216
b_10358.png,6,2,14,14,0,141
b_10359.png,1,9,27,14,255,30
b_10360.png,0,4,23,12,11,154
b_10361.png,4,7,13,14,17,222
b_10362.png,6,1,10,16,5,127
b_10363.png,3,1,25,16,248,25
b_10364.png,0,9,2,16,0,243
b_10365.png,0,2,18,11,48,226
b_10366.png,4,7,24,5,29,176
b_10367.png,4,2,7,5,1,142
b_10368.png,6,3,14,17,0,154
b_10369.png,0,1,23,27,10,222
b_10370.png,7,5,13,17,6,231
b_10371.png,6,9,27,25,0,141
b_10372.png,5,9,27,22,250,10
b_10373.png,4,2,12,5,0,220
b_10374.png,3,9,13,1,0,202
b_10375.png,9,0,10,15,0,134
b_10376.png,0,2,2,9,1,227
b_10377.png,1,9,20,7,255,57
b_10378.png,9,5,25,11,3,157
b_10379.png,0,8,16,7,0,98
b_10380.png,1,9,9,9,0,233
b_10381.png,3,0,20,9,0,218
b_10382.png,5,9,26,25,6,180
b_10383.png,5,2,7,15,0,245
b_10384.png,8,0,24,14,0,112
b_10385.png,6,9,9,15,0,142
b_10386.png,4,7,12,13,7,189
b_10387.png,0,3,2,11,0,176
b_10388.png,4,9,13,3,0,227
b_10389.png,5,1,24,26,0,157
b_10390.png,4,2,11,20,26,188
b_10391.png,1,9,9,20,0,154
b_10392.png,9,1,11,19,0,195
b_10393.png,2,0,17,14,244,40
b_10394.png,6,4,12,14,244,126
b_10395.png,2,1,21,12,0,88
b_10396.png,6,9,27,27,255,48
b_10397.png,2,0,6,19,4,220
b_10398.png,0,2,2,17,14,205
b_10399.png,6,4,16,12,255,143
b_10400.png,7,6,20,22,249,102
b_10401.png,7,9,13,18,4,222
b_10402.png,4,0,11,27,0,225
b_10403.png,5,1,22,20,0,121
b_10404.png,9,1,27,27,12,185
b_10405.png,5,6,7,16,11,186
b_10406.png,2,5,26,7,0,220
b_10407.png,6,9,13,17,1,168
b_10408.png,3,7,13,7,3,247
b_10409.png,3,5,25,22,0,215
b_10410.png,3,7,26,6,0,234
b_10411.png,7,9,11,13,13,157
b_10412.png,8,1,3,5,6,248
b_10413.png,6,2,27,24,253,123
b_10414.png,4,7,11,20,8,235
b_10415.png,4,6,16,26,3,192
b_10416.png,0,3,3,7,0,144
b_10417.png,8,1,27,21,254,78
b_10418.png,2,5,19,6,0,226
b_10419.png,5,3,6,22,5,190
b_10420.png,0,8,9,19,0,171
b_10421.png,6,0,26,7,0,196
b_10422.png,0,8,14,10,0,222
b_10423.png,6,1,17,15,255,49
b_10424.png,2,5,10,2,0,245
b_10425.png,4,1,19,27,0,169
b_10426.png,6,9,10,11,19,197
b_10427.png,1,9,9,17,4,137
b_10428.png,7,9,18,20,242,4
b_10429.png,2,3,13,8,13,160
b_10430.png,2,3,4,7,8,242
b_10431.png,1,2,25,5,0,244
b_10432.png,8,1,24,17,5,217
b_10433.png,0,1,7,14,248,32
b_10434.png,6,9,13,15,12,208
b_10435.png,1,9,22,3,230,26
b_10436.png,4,3,8,22,0,221
b_10437.png,5,1,27,10,0,250
b_10438.png,2,0,3,20,0,213
b_10439.png,9,3,21,27,20,219
b_10440.png,1,9,10,6,0,146
b_10441.png,1,9,15,16,6,222
b_10442.png,3,5,10,9,252,28
b_10443.png,7,6,11,22,35,252
b_10444.png,0,2,23,17,0,224
b_10445.png,2,3,20,5,3,151
b_10446.png,6,9,23,17,253,6
b_10447.png,0,2,27,19,93,253
b_10448.png,4,2,18,22,0,184
b_10449.png,4,7,17,21,0,220
b_10450.png,2,0,19,25,0,232
b_10451.png,1,9,13,11,254,81
b_10452.png,4,7,24,11,242,106
b_10453.png,9,1,2,15,18,250
b_10454.png,5,6,4,9,254,5
b_10455.png,9,1,24,16,254,0
b_10456.png,6,2,26,13,254,70
b_10457.png,3,5,25,7,15,225
b_10458.png,0,9,17,6,0,225
b_10459.png,9,1,9,27,250,101
b_10460.png,7,0,19,2,0,197
b_10461.png,3,5,11,20,17,225
b_10462.png,9,3,2,15,0,241
b_10463.png,8,0,18,19,0,117
b_10464.png,0,1,27,15,255,79
b_10465.png,5,6,7,16,0,228
b_10466.png,4,5,15,22,43,225
b_10467.png,5,7,23,26,0,203
b_10468.png,7,3,26,23,0,223
b_10469.png,6,9,20,19,255,71
b_10470.png,4,7,18,10,0,112
b_10471.png,3,9,16,26,233,1
b_10472.png,5,7,19,13,8,140
b_10473.png,3,2,22,12,9,107
b_10474.png,2,5,15,9,35,230
b_10475.png,2,3,16,6,0,102
b_10476.png,6,1,14,17,36,173
b_10477.png,0,1,2,25,7,251
b_10478.png,1,9,15,9,1,131
b_10479.png,0,8,17,27,1,173
b_10480.png,1,9,14,17,21,233
b_10481.png,5,3,16,21,0,249
b_10482.png,5,3,21,10,6,236
b_10483.png,4,1,13,13,255,58
b_10484.png,0,3,11,10,44,193
b_10485.png,4,7,27,5,19,250
b_10486.png,6,4,7,16,0,165
b_10487.png,3,5,8,20,0,197
b_10488.png,3,5,12,5,16,238
b_10489.png,9,7,5,18,0,195
b_10490.png,5,1,17,26,0,232
b_10491.png,4,1,19,5,235,30
b_10492.png,6,5,13,14,0,167
b_10493.png,0,9,1,16,0,253
b_10494.png,1,9,18,15,255,57
b_10495.png,2,5,5,15,23,217
b_10496.png,2,6,1,19,251,36
b_10497.png,3,7,3,11,48,217
b_10498.png,6,2,15,23,2,170
b_10499.png,1,9,13,14,14,168
b_10500.png,3,1,6,6,0,211
b_10501.png,2,0,16,5,3,253
b_10502.png,9,0,23,26,18,151
b_10503.png,9,1,24,17,255,9
b_10504.png,2,6,14,20,255,122
b_10505.png,3,6,18,20,0,225
b_10506.png,6,5,12,15,0,102
b_10507.png,5,7,2,7,0,195
b_10508.png,4,5,11,11,22,180
b_10509.png,1,9,3,21,0,255
b_10510.png,6,4,27,18,252,17
b_10511.png,6,9,18,3,6,149
b_10512.png,4,6,8,6,0,90
b_10513.png,7,5,27,10,0,228
b_10514.png,0,3,2,8,0,185
b_10515.png,2,7,4,9,6,185
b_10516.png,6,9,26,25,0,161
b_10517.png,5,6,13,27,0,154
b_10518.png,5,6,5,19,42,237
b_10519.png,9,2,15,27,74,181
b_10520.png,5,6,21,21,29,202
b_10521.png,9,1,26,16,254,89
b_10522.png,2,9,25,25,220,17
b_10523.png,2,9,20,26,255,90
b_10524.png,5,9,21,9,255,42
b_10525.png,0,2,2,9,0,188
b_10526.png,4,1,21,24,0,185
b_10527.png,7,0,8,21,255,39
b_10528.png,4,3,3,27,0,177
b_10529.png,8,9,11,9,0,236
b_10530.png,8,1,25,15,246,69
b_10531.png,4,1,18,6,255,10
b_10532.png,6,9,11,16,5,183
b_10533.png,5,9,21,5,0,102
b_10534.png,4,5,14,16,230,28
b_10535.png,8,2,26,8,241,44
b_10536.png,2,0,13,7,20,248
b_10537.png,6,3,12,19,0,193
b_10538.png,3,9,25,18,248,103
b_10539.png,7,5,6,9,0,105
b_10540.png,9,1,23,5,0,146
b_10541.png,1,9,21,10,75,255
b_10542.png,9,0,27,19,8,211
b_10543.png,3,1,16,5,0,200
b_10544.png,2,9,17,17,13,192
b_10545.png,0,2,13,17,13,192
b_10546.png,3,5,27,16,0,215
b_10547.png,2,0,26,18,0,113
b_10548.png,4,2,8,18,0,96
b_10549.png,1,9,15,23,9,210
b_10550.png,5,3,27,9,0,163
b_10551.png,9,1,26,16,252,27
b_10552.png,7,5,27,15,4,94
b_10553.png,5,9,26,16,246,58
b_10554.png,3,7,27,19,19,198
b_10555.png,4,1,23,27,2,170
b_10556.png,0,4,4,6,28,247
b_10557.png,8,0,26,13,0,217
b_10558.png,7,9,22,20,250,80
b_10559.png,5,3,19,23,22,194
b_10560.png,7,5,23,13,0,153
b_10561.png,2,3,14,12,217,21
b_10562.png,8,0,11,1,1,246
b_10563.png,7,9,25,25,0,193
b_10564.png,2,0,13,16,255,28
b_10565.png,6,3,12,15,6,187
b_10566.png,5,3,3,10,13,225
b_10567.png,0,9,25,4,27,223
b_10568.png,4,7,16,3,0,158
b_10569.png,2,0,15,2,41,164
b_10570.png,0,2,3,22,0,184
b_10571.png,3,9,26,27,0,179
b_10572.png,9,1,1,12,0,253
b_10573.png,0,9,17,21,0,232
b_10574.png,8,7,23,13,0,164
b_10575.png,6,4,26,15,255,113
b_10576.png,8,1,23,12,0,232
b_10577.png,9,1,21,14,252,23
b_10578.png,1,9,16,16,2,192
b_10579.png,0,9,26,16,250,73
b_10580.png,3,9,21,14,2,209
b_10581.png,3,6,18,16,40,248
b_10582.png,5,3,26,19,9,183
b_10583.png,8,0,20,15,0,185
b_10584.png,7,9,11,18,123,244
b_10585.png,4,2,25,3,23,136
b_10586.png,7,0,10,26,0,212
b_10587.png,6,9,14,18,12,139
b_10588.png,2,5,22,8,44,235
b_10589.png,4,2,24,25,0,157
b_10590.png,7,4,10,22,241,15
b_10591.png,3,9,25,17,0,179
b_10592.png,2,3,19,5,71,181
b_10593.png,0,9,20,16,242,16
b_10594.png,5,1,12,3,255,98
b_10595.png,3,9,27,19,3,194
b_10596.png,2,5,11,20,2,240
b_10597.png,1,9,16,23,0,169
b_10598.png,5,9,21,14,255,51
b_10599.png,5,6,8,18,0,255
b_10600.png,6,4,12,15,1,159
b_10601.png,4,2,10,3,245,69
b_10602.png,5,2,17,18,5,253
b_10603.png,6,2,27,14,241,68
b_10604.png,8,1,27,17,255,12
b_10605.png,6,9,27,20,255,9
b_10606.png,0,3,2,16,9,197
b_10607.png,9,1,24,17,247,7
b_10608.png,3,5,23,24,14,218
b_10609.png,6,1,25,8,239,20
b_10610.png,0,8,11,13,0,194
b_10611.png,9,0,7,12,11,193
b_10612.png,9,1,24,19,230,54
b_10613.png,3,9,19,23,14,231
b_10614.png,2,5,10,22,6,204
b_10615.png,6,9,13,15,5,122
b_10616.png,1,9,20,10,252,22
b_10617.png,5,7,4,17,27,223
b_10618.png,0,2,27,20,67,232
b_10619.png,0,1,12,17,244,50
b_10620.png,2,9,27,23,28,164
b_10621.png,7,9,22,25,0,153
b_10622.png,0,1,5,6,0,242
b_10623.png,8,0,26,19,6,131
b_10624.png,9,1,27,17,8,137
b_10625.png,8,0,24,18,255,53
b_10626.png,0,9,20,27,25,218
b_10627.png,2,6,2,16,0,131
b_10628.png,4,2,3,22,0,165
b_10629.png,9,1,24,18,240,11
b_10630.png,3,6,27,11,3,191
b_10631.png,6,3,2,26,0,255
b_10632.png,6,2,14,22,249,95
b_10633.png,2,4,6,14,255,85
b_10634.png,2,0,19,6,0,199
b_10635.png,4,6,11,14,3,139
b_10636.png,9,5,3,5,0,225
b_10637.png,9,1,17,21,17,174
b_10638.png,9,1,2,15,3,124
b_10639.png,3,2,14,13,15,158
b_10640.png,8,1,25,24,255,14
b_10641.png,3,9,23,10,0,236
b_10642.png,6,3,13,14,236,104
b_10643.png,4,7,7,17,0,137
b_10644.png,0,9,5,7,15,243
b_10645.png,9,1,27,20,210,5
b_10646.png,5,3,21,13,0,212
b_10647.png,2,6,16,26,255,0
b_10648.png,0,3,2,17,0,173
b_10649.png,9,0,23,17,5,220
b_10650.png,3,5,7,3,12,253
b_10651.png,1,9,13,10,255,59
b_10652.png,1,9,22,8,0,157
b_10653.png,1,9,19,9,0,136
b_10654.png,1,9,7,12,3,237
b_10655.png,4,2,26,3,0,221
b_10656.png,1,0,23,15,0,252
b_10657.png,7,9,5,5,40,157
b_10658.png,0,4,26,12,213,6
b_10659.png,6,1,9,11,0,167
b_10660.png,4,1,14,12,11,246
b_10661.png,1,9,15,15,38,217
b_10662.png,3,9,20,9,28,245
b_10663.png,2,6,18,11,14,230
b_10664.png,3,9,23,27,1,255
b_10665.png,5,3,5,25,21,183
b_10666.png,1,9,9,7,0,171
b_10667.png,1,9,13,15,254,35
b_10668.png,1,9,14,17,255,110
b_10669.png,2,0,13,26,30,201
b_10670.png,2,0,11,18,0,221
b_10671.png,0,1,11,14,0,144
b_10672.png,8,1,21,12,0,150
b_10673.png,1,9,11,14,1,247
b_10674.png,0,2,2,14,1,250
b_10675.png,1,0,3,13,87,250
b_10676.png,5,7,5,13,9,184
b_10677.png,3,5,8,22,249,43
b_10678.png,4,1,10,9,0,141
b_10679.png,9,1,19,7,0,121
b_10680.png,4,9,12,11,0,137
b_10681.png,0,1,26,26,255,60
b_10682.png,3,7,27,23,18,189
b_10683.png,4,1,17,3,29,234
b_10684.png,1,5,23,25,0,135
